,name,poster,genre,rating,year
576,Princess Caraboo,"https://m.media-amazon.com/images/M/MV5BZmYwNTA4N2ItN2ExMi00MDg0LWJhOTYtMTg3ZjY2ZWRiODZmXkEyXkFqcGdeQXVyNjgxNTAwNjQ@._V1_SX101_CR0,0,101,150_.jpg",Comedy,6.0,1994
577,The Celluloid Closet,"https://m.media-amazon.com/images/M/MV5BZTAzZjQ1ZDktMmZlYS00MTMxLWI4ZWYtM2I0Mjg5OTQ1Y2IzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX101_CR0,0,101,150_.jpg",Documentary,7.8,1995
578,Metisse,"https://m.media-amazon.com/images/M/MV5BMTkzMDk4MDMzMl5BMl5BanBnXkFtZTcwMTU4ODgyMQ@@._V1_SY150_CR4,0,101,150_.jpg",Comedy,6.1,Café au Lait)
579,Dear Diary,"https://m.media-amazon.com/images/M/MV5BYWNmODIyY2MtNDM3My00NTA3LWFjOTYtZjY1OTk4YTVmYTM3XkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_SY150_CR0,0,101,150_.jpg",Biography,7.2,Caro Diario)
580,I Don't Want to Talk About It,,Music,6.0,De eso no se habla)
581,The Brady Bunch Movie,"https://m.media-amazon.com/images/M/MV5BNmVmYzkzY2YtZWNkNC00YzVhLTk4MzYtZWMxZWQ0YzBhZmYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg",Comedy,6.2,1995
582,Home Alone,"https://m.media-amazon.com/images/M/MV5BMzFkM2YwOTQtYzk2Mi00N2VlLWE3NTItN2YwNDg1YmY0ZDNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX101_CR0,0,101,150_.jpg",Comedy,7.7,1990
583,Ghost,"https://m.media-amazon.com/images/M/MV5BNDFkMWY1ZjctMjg0OC00MWM5LThkYTUtZjgzYjIzZGVkYTU2XkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_SY150_CR1,0,101,150_.jpg",Drama,7.1,1990
584,Aladdin,"https://m.media-amazon.com/images/M/MV5BMjQ2ODIyMjY4MF5BMl5BanBnXkFtZTgwNzY4ODI2NzM@._V1_SY150_CR0,0,101,150_.jpg",Adventure,6.9,1992
585,Terminator 2: Judgment Day,"https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX101_CR0,0,101,150_.jpg",Action,8.6,1991
586,Dances with Wolves,"https://m.media-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_SX101_CR0,0,101,150_.jpg",Adventure,8.0,1990
587,Tough and Deadly,"https://m.media-amazon.com/images/M/MV5BZGU5ZDkxZWEtOWI0My00NGU4LTk4Y2EtOTFkNDcwMTNhZmM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg",Action,5.7,1995
588,Batman,"https://m.media-amazon.com/images/M/MV5BMDdmMTBiNTYtMDIzNi00NGVlLWIzMDYtZTk3MTQ3NGQxZGEwXkEyXkFqcGdeQXVyMzMwOTU5MDk@._V1_SY150_CR0,0,101,150_.jpg",Action,7.8,1989
589,The Silence of the Lambs,"https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY150_CR0,0,101,150_.jpg",Crime,8.6,1991
590,Snow White and the Seven Dwarfs,"https://m.media-amazon.com/images/M/MV5BMTQwMzE2Mzc4M15BMl5BanBnXkFtZTcwMTE4NTc1Nw@@._V1_SX101_CR0,0,101,150_.jpg",Animation,7.6,1937
591,Beauty and the Beast,"https://m.media-amazon.com/images/M/MV5BMTUwNjUxMTM4NV5BMl5BanBnXkFtZTgwODExMDQzMTI@._V1_SY150_CR0,0,101,150_.jpg",Adventure,7.1,1991
592,Pinocchio,"https://m.media-amazon.com/images/M/MV5BNjBhZjNkNDItODcxMS00ZGNmLTk3ODUtOGU1NWI3N2Q3YmM1XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SY150_CR0,0,101,150_.jpg",Animation,7.6,1940
593,Pretty Woman,"https://m.media-amazon.com/images/M/MV5BNjk2ODQzNDYxNV5BMl5BanBnXkFtZTgwMTcyNDg4NjE@._V1_SX101_CR0,0,101,150_.jpg",Comedy,7.1,1990
594,Window to Paris,"https://m.media-amazon.com/images/M/MV5BMTBiOTc3NjgtYTNmZS00ODBlLWJmMGItNzYxOWViMjg0YzEzXkEyXkFqcGdeQXVyNTE1MDE2MzY@._V1_SX101_CR0,0,101,150_.jpg",Comedy,7.4,1994
595,The Wild Bunch,"https://m.media-amazon.com/images/M/MV5BNGUyYTZmOWItMDJhMi00N2IxLWIyNDMtNjUxM2ZiYmU5YWU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX101_CR0,0,101,150_.jpg",Action,7.9,1969
596,Love and a .45,"https://m.media-amazon.com/images/M/MV5BNTM1NzQ3OTEzNV5BMl5BanBnXkFtZTgwMzQ2NjkwMzE@._V1_SY150_CR6,0,101,150_.jpg",Crime,6.0,1994
597,The Wooden Man's Bride,"https://m.media-amazon.com/images/M/MV5BMjA4ODk3NzMxNF5BMl5BanBnXkFtZTcwMTUwODUyMQ@@._V1_SY150_CR2,0,101,150_.jpg",Drama,6.8,Wu Kui)
598,"Great Day in Harlem, A","https://m.media-amazon.com/images/M/MV5BZmU2NTNmNzctMTZhZC00YTRlLWJiM2UtMTQxMGEyM2Q4Mzg1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SY150_CR1,0,101,150_.jpg",Documentary,7.4,1994
599,"Bye Bye, Love","https://m.media-amazon.com/images/M/MV5BMjMxY2Y4YjEtYTQ2MC00ZjM2LTg0MDYtNmUyOTczMjdmMTlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg",Comedy,6.1,1995
600,Criminals,"https://m.media-amazon.com/images/M/MV5BMzQwMzQ0MjYzMV5BMl5BanBnXkFtZTgwOTIwMTEwNDI@._V1_SY150_CR0,0,101,150_.jpg",Crime,5.3,1996
601,One Fine Day,"https://m.media-amazon.com/images/M/MV5BZjlkODI1ZDYtOTAwMy00ZTMxLThhMzgtMmE4MzFiNzQyYmRmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SY150_CR0,0,101,150_.jpg",Comedy,6.5,1996
602,Candyman: Farewell to the Flesh,"https://m.media-amazon.com/images/M/MV5BZDA2ZWE2YTctN2JiNi00NjdmLThhYWQtN2JjY2M4MTNhM2I5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg",Horror,5.2,1995
603,Century,"https://m.media-amazon.com/images/M/MV5BMTMxZmVlMGQtNTc3Zi00MjU2LTkzYTEtOGY5NDlkNzkwZTVmXkEyXkFqcGdeQXVyMTA3MTI2ODc5._V1_SY150_CR3,0,101,150_.jpg",Drama,7.3,1993
604,Fargo,"https://m.media-amazon.com/images/M/MV5BN2NiMGE5M2UtNWNlNC00N2Y4LTkwOWUtMDlkMzEwNTcyOTcyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SY150_CR1,0,101,150_.jpg",Crime,8.9,1996
605,Homeward Bound II: Lost in San Francisco,"https://m.media-amazon.com/images/M/MV5BYmU1NzY1YTUtZTM1ZS00NzE0LTg4YzMtYTYxZWM1MzA2MWU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg",Adventure,5.9,1996
606,Heavy Metal,"https://m.media-amazon.com/images/M/MV5BOTc2NzM1ODgtM2RkYi00M2U4LWE4NzEtMDMzZGUzYmI1ZDUzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX101_CR0,0,101,150_.jpg",Animation,6.6,1981
607,Hellraiser: Bloodline,"https://m.media-amazon.com/images/M/MV5BMzM1NjVhNGUtY2FhNy00MTQ4LTkyNDAtZWE2YWZhYWQ2YzdmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg",Horror,5.0,1996
608,The Pallbearer,"https://m.media-amazon.com/images/M/MV5BMTA1MzJjOGItZWM4MC00ZTljLWI0NjktODFhNzYyNTdlMmY0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SY150_CR0,0,101,150_.jpg",Comedy,5.0,1996
609,Jane Eyre,"https://m.media-amazon.com/images/M/MV5BNjU0Mjc0NzU3NF5BMl5BanBnXkFtZTcwMTU4OTkwNA@@._V1_SY150_CR0,0,101,150_.jpg",Drama,7.3,1996
610,Loaded,"https://m.media-amazon.com/images/M/MV5BNWNjYjY5Y2QtM2QzMy00MmE3LWE2NWMtMzg0YTFkMDkwYWFhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SY150_CR1,0,101,150_.jpg",Action,6.2,1994
611,Bread and Chocolate,"https://m.media-amazon.com/images/M/MV5BMWFjYjNiZjItMjU3Yy00YTk3LWFhZmMtN2NlZTZjYTE1YTIzXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_SY150_CR2,0,101,150_.jpg",Comedy,7.5,Pane e cioccolata)
612,The Aristocats,"https://m.media-amazon.com/images/M/MV5BMTU1MzM0MjcxMF5BMl5BanBnXkFtZTgwODQ0MzcxMTE@._V1_SY150_CR0,0,101,150_.jpg",Animation,7.1,1970
613,The Flower of My Secret,"https://m.media-amazon.com/images/M/MV5BZmMyMDc4NWMtZmUzNC00ZjczLWE1ZmYtYWQ3ZTk4ODBmYzE2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SY150_CR62,0,101,150_.jpg",Crime,6.0,La Flor de Mi Secreto)
614,Two Much,"https://m.media-amazon.com/images/M/MV5BODI2YmUyNDAtMjAyMy00ZjEzLWExMTktZWUyYjMxYWFlODEyXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SY150_CR3,0,101,150_.jpg",Comedy,5.4,1996
615,Ed,"https://m.media-amazon.com/images/M/MV5BMTgxODg2NDI0MV5BMl5BanBnXkFtZTYwOTIzMzQ3._V1_SX101_CR0,0,101,150_.jpg",Comedy,7.6,1996
616,Scream of Stone,"https://m.media-amazon.com/images/M/MV5BMjkwNDEyODY4OF5BMl5BanBnXkFtZTcwODQyNjUyMQ@@._V1_SY150_CR1,0,101,150_.jpg",Drama,6.2,Schrei aus Stein)
617,My Favorite Season,"https://m.media-amazon.com/images/M/MV5BMTQ0NzE2MzA2NF5BMl5BanBnXkFtZTgwNDc3NTkwMzE@._V1_SX101_CR0,0,101,150_.jpg",Drama,6.9,1993
618,"Modern Affair, A","https://m.media-amazon.com/images/M/MV5BMjE5MDM4NzM2OV5BMl5BanBnXkFtZTcwODU2OTYxMQ@@._V1_SX101_CR0,0,101,150_.jpg",Comedy,5.7,1995
619,Condition Red,"https://m.media-amazon.com/images/M/MV5BMjA2MzA2Nzk0MV5BMl5BanBnXkFtZTcwODAyMTgyMQ@@._V1_SY150_CR1,0,101,150_.jpg",Action,4.8,1995
620,Asfour Stah,"https://m.media-amazon.com/images/M/MV5BNzk3NjEyODcyNV5BMl5BanBnXkFtZTcwMjIyMDUyMQ@@._V1_SY150_CR3,0,101,150_.jpg",Drama,6.7,1990
621,"Thin Line Between Love and Hate, A","https://m.media-amazon.com/images/M/MV5BZTAwOWRlYzMtZjM0Yy00NTU3LWFkMzAtOTVlMDQ4NDVkZTUxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX101_CR0,0,101,150_.jpg",Comedy,5.6,1996
622,The Last Supper,"https://m.media-amazon.com/images/M/MV5BZjY5MjY3MjktM2QyMy00ZTNmLWFkYTctOTVlNjljYzExNjI5XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX101_CR0,0,101,150_.jpg",Comedy,6.7,1995
623,Primal Fear,"https://m.media-amazon.com/images/M/MV5BZTM2NWI2OGYtYWNhMi00ZTlmLTg2ZTAtMmI5NWRjODA5YTE1XkEyXkFqcGdeQXVyODE2OTYwNTg@._V1_SX101_CR0,0,101,150_.jpg",Crime,7.7,1996
624,Rude,"https://m.media-amazon.com/images/M/MV5BMDhhNTZhNDYtNzE4Yi00YzQwLWFjMWItOGJhMTZmOGU2MTNlXkEyXkFqcGdeQXVyMjg0Mjg1MDM@._V1_SY150_CR2,0,101,150_.jpg",Comedy,7.4,1995
625,Carried Away,"https://m.media-amazon.com/images/M/MV5BMDE1YWNhN2ItOTc4Mi00NmMzLThlOWQtMTAzYTFjZmE2NmVjXkEyXkFqcGdeQXVyMTI0Nzk5NTQ2._V1_SX101_CR0,0,101,150_.jpg",Drama,6.3,1996
626,All Dogs Go to Heaven 2,"https://m.media-amazon.com/images/M/MV5BMzQ5NzdkOWEtNjg3Yi00NzY1LWE1NzItOWFiOGFiYzRiYmJjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX101_CR0,0,101,150_.jpg",Animation,5.5,1996
627,Land and Freedom,"https://m.media-amazon.com/images/M/MV5BMDc1MGM4OWEtZjUzNS00MWEyLWI0ZGUtMWU5YzU0MjhiYjU1XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_SX101_CR0,0,101,150_.jpg",Drama,7.5,Tierra y libertad)
628,Denise Calls Up,"https://m.media-amazon.com/images/M/MV5BMDNiODVjOTktZmFlZS00Y2VmLTg5NmItYWUyMjg5ZWQxMmM1XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SY150_CR1,0,101,150_.jpg",Comedy,6.6,1995
629,Theodore Rex,"https://m.media-amazon.com/images/M/MV5BMGE2MDBhODctN2JhMy00NGRjLWFlZjAtNjk5MGUwNTBmMzJlXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX101_CR0,0,101,150_.jpg",Action,2.3,1995
630,"Family Thing, A","https://m.media-amazon.com/images/M/MV5BMjE1MjI1MTkwNl5BMl5BanBnXkFtZTYwNjcwNDU5._V1_SX101_CR0,0,101,150_.jpg",Comedy,7.0,1996
631,Frisk,"https://m.media-amazon.com/images/M/MV5BMTkxMjQzMzMxN15BMl5BanBnXkFtZTcwODc0OTgyMQ@@._V1_SY150_CR3,0,101,150_.jpg",Drama,4.9,1995
632,Sgt. Bilko,"https://m.media-amazon.com/images/M/MV5BNDI2NzBhMzYtZjk4Zi00M2U0LWJjYTEtNWJlZDY0MDk5OWY1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX101_CR0,0,101,150_.jpg",Comedy,5.8,1996
633,Jack and Sarah,"https://m.media-amazon.com/images/M/MV5BNTI0YzJjNWQtZjAwZi00OTNmLThiNDgtODY2M2QxZGI4NTAwXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_SX101_CR0,0,101,150_.jpg",Comedy,6.6,1995
634,Girl 6,"https://m.media-amazon.com/images/M/MV5BNjA0MTkzMjEtMzhlZS00NTRkLThiMGYtNWJiZWEwZmQwMGViXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg",Comedy,5.3,1996
635,Diabolique,"https://m.media-amazon.com/images/M/MV5BNmFmOWRkZWEtYWZlNC00MDQyLWFlODAtODdjNzU5MzY5ZGE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg",Drama,5.4,1996
636,"Little Indian, Big City","https://m.media-amazon.com/images/M/MV5BMWU1NDRmMDMtZjFkYS00ZTMyLTk2OGEtOGY1OTIwYmUzZjY3XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SY150_CR0,0,101,150_.jpg",Adventure,5.6,Un indien dans la ville)
637,Roula,"https://m.media-amazon.com/images/M/MV5BNWU5NTE5NzMtMGIzOC00MmE3LTg5YjUtMjMzMzc4MWQ5N2I5XkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SY150_CR2,0,101,150_.jpg",Drama,6.1,1995
638,Peanuts - Die Bank zahlt alles,"https://m.media-amazon.com/images/M/MV5BMzE5MzY1ODQ0MV5BMl5BanBnXkFtZTcwMzY3NDgxMQ@@._V1_SX101_CR0,0,101,150_.jpg",Comedy,5.7,1996
639,Happy Weekend,"https://m.media-amazon.com/images/M/MV5BOGZhNGYzZTYtZjgwYS00MTU1LTgyZWMtMmJmZDM1YWNjOGM1XkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_SY150_CR8,0,101,150_.jpg",Comedy,5.3,1996
640,Nelly & Monsieur Arnaud,"https://m.media-amazon.com/images/M/MV5BOGYzOTY0MGUtYTNjNS00OTg4LWJmNjktOGY4Zjg3ZmU5ODNhXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SY150_CR6,0,101,150_.jpg",Drama,7.2,1995
641,Courage Under Fire,"https://m.media-amazon.com/images/M/MV5BODJlOTlkNzUtN2U2OC00NWUxLTg3MjgtNGVmZGU5ZTk0ZjM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg",Action,6.6,1996
642,Mission: Impossible,"https://m.media-amazon.com/images/M/MV5BMTc3NjI2MjU0Nl5BMl5BanBnXkFtZTgwNDk3ODYxMTE@._V1_SY150_CR0,0,101,150_.jpg",Action,7.1,1996
643,Cold Fever,"https://m.media-amazon.com/images/M/MV5BZTY2MjcxOWItYjliYy00Mjc3LTk2M2QtYWQ0ZGQxYjlhMTNhXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SY150_CR1,0,101,150_.jpg",Comedy,7.0,Á köldum klaka)
644,Moll Flanders,"https://m.media-amazon.com/images/M/MV5BZDZlODcwNGUtN2JhNi00Njc2LWJmZjYtNWI2ZWE1MTUyNDFjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX101_CR0,0,101,150_.jpg",Drama,6.4,1996
645,"Superweib, Das","https://m.media-amazon.com/images/M/MV5BMjAzMzgxNjMzMl5BMl5BanBnXkFtZTcwNzUyNzUxMQ@@._V1_SY150_CR1,0,101,150_.jpg",Comedy,4.3,1996
646,"301, 302","https://m.media-amazon.com/images/M/MV5BOTE0MGU3MGQtZjVhMi00OTU4LWE3ZjYtY2I2ZDI1YmY2Y2I4XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SY150_CR2,0,101,150_.jpg",Horror,6.4,1995
647,Dragonheart,"https://m.media-amazon.com/images/M/MV5BZGYzMjk3M2MtZDZlYi00YjhmLWFmMmItYjRiMjk4ZWI2N2Q5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SY150_CR0,0,101,150_.jpg",Action,6.4,1996
648,Und keiner weint mir nach,"https://m.media-amazon.com/images/M/MV5BMTM1NDcyNDA3N15BMl5BanBnXkFtZTcwODEzNTcxMQ@@._V1_SX101_CR0,0,101,150_.jpg",Biography,5.5,1996
649,Mutters Courage,"https://m.media-amazon.com/images/M/MV5BMTYzNzI0NTI3Ml5BMl5BanBnXkFtZTcwMDIyMjE0MQ@@._V1_SY150_CR3,0,101,150_.jpg",Drama,6.8,1995
650,Eddie,"https://m.media-amazon.com/images/M/MV5BMTUxOTc5MTU1NF5BMl5BanBnXkFtZTgwODYyNTA1NzE@._V1_SY150_CR0,0,101,150_.jpg",Adventure,7.3,1996
651,Yankee Zulu,"https://m.media-amazon.com/images/M/MV5BMjA2MDUyNDc4MV5BMl5BanBnXkFtZTYwNjU3MDg4._V1_SX101_CR0,0,101,150_.jpg",Comedy,6.4,1994
652,Billy's Holiday,"https://m.media-amazon.com/images/M/MV5BMTQyMjIzNzYyOF5BMl5BanBnXkFtZTcwMzg5NTAyMQ@@._V1_SY150_CR1,0,101,150_.jpg",Musical,5.1,1995
653,Purple Noon,"https://m.media-amazon.com/images/M/MV5BOGZkMjQxM2YtMzEyMS00ZjQyLWE1NzAtZTUwMmQ5MDY5YzNjXkEyXkFqcGdeQXVyODQ0OTczOQ@@._V1_SY150_CR4,0,101,150_.jpg",Crime,7.7,1960
654,August,"https://m.media-amazon.com/images/M/MV5BNzQ5ODE4NTcxNV5BMl5BanBnXkFtZTgwNjkyNDQ0MDE@._V1_SY150_CR0,0,101,150_.jpg",Comedy,7.2,1996
655,James and the Giant Peach,"https://m.media-amazon.com/images/M/MV5BMTNkNWIwNGUtNTJlOC00NDU3LTk0NWEtNjNjNDM4NzRiNThkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg",Animation,6.7,1996
656,Fear,"https://m.media-amazon.com/images/M/MV5BM2ZlOWVlZjAtODE4OC00NmRmLWFmNzgtNTAxYWQ5Y2M1MzA2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX101_CR0,0,101,150_.jpg",Drama,6.8,1996
657,Kids in the Hall: Brain Candy,"https://m.media-amazon.com/images/M/MV5BZDJlZDE4N2UtMjhjMC00ZWYyLWFiNjItZjI1NjY0MDE3YjE4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX101_CR0,0,101,150_.jpg",Comedy,6.9,1996
658,Faithful,"https://m.media-amazon.com/images/M/MV5BMTdjM2JmYTAtMjk5My00ZmE5LWI1MDctM2Q0ZDcyY2RhM2QzXkEyXkFqcGdeQXVyMTMwNjQxNDU1._V1_SY150_CR4,0,101,150_.jpg",Biography,5.8,1996
659,Underground,"https://m.media-amazon.com/images/M/MV5BNzE2ZjQxNjEtNmI2ZS00ZmU0LTg4M2YtYzVhYmRiYWU0YzI1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SY150_CR0,0,101,150_.jpg",Action,6.1,1995
660,All Things Fair,"https://m.media-amazon.com/images/M/MV5BZjEyMzQ3ZTgtOWI0ZS00N2Q1LWE4NDQtYzdmOWY0MWJiYmRhXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_SY150_CR24,0,101,150_.jpg",Drama,6.0,1996
661,Bloodsport 2,"https://m.media-amazon.com/images/M/MV5BYTlmNDMzZTItNTA2Mi00ZWYyLTlkNzctM2ZjYWY3OWVlODU5XkEyXkFqcGdeQXVyNDkwMzY5NjQ@._V1_SX101_CR0,0,101,150_.jpg",Action,4.8,1995
662,Pather Panchali,"https://m.media-amazon.com/images/M/MV5BMmFkNDY5OTktNzY3Yy00OTFlLThhNjktOTRhMmZjZmIxYjAxXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_SX101_CR0,0,101,150_.jpg",Drama,8.2,1955
663,Aparajito,"https://m.media-amazon.com/images/M/MV5BNGZhZDAxODQtNjhhZi00MGEwLWE0OWItNjZjYzVlNmM1Nzk0XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_SX101_CR0,0,101,150_.jpg",Drama,8.3,1956
664,The World of Apu,"https://m.media-amazon.com/images/M/MV5BNTY1ZTYzN2ItNzQ4NS00ZmM1LWEzODEtMTM1YzNmNThmY2MxXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SY150_CR0,0,101,150_.jpg",Action,6.0,Apur Sansar)
665,Mystery Science Theater 3000: The Movie,"https://m.media-amazon.com/images/M/MV5BYzNmN2UzNTAtNmZkMS00MmI3LThhNzEtNjI1YjJlN2JiZjU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY150_CR0,0,101,150_.jpg",Comedy,7.2,1996
666,Tarantella,"https://m.media-amazon.com/images/M/MV5BYTQwZTAzNGUtMzM0My00ZGRjLThhNWMtYjg4OGExNzExNjQ5XkEyXkFqcGdeQXVyMzI2NTcxODU@._V1_SY150_CR2,0,101,150_.jpg",Short,5.5,1995
667,Space Jam,"https://m.media-amazon.com/images/M/MV5BYjA3ZmMwNTUtNGM2Ni00YjUyLWE5ZDYtY2Y4YzhmYzlhYWI2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SY150_CR0,0,101,150_.jpg",Animation,6.5,1996
668,Barbarella,"https://m.media-amazon.com/images/M/MV5BMjExMzcwMjU4OV5BMl5BanBnXkFtZTgwNzYzMjU2MTE@._V1_SY150_CR0,0,101,150_.jpg",Adventure,5.9,1968
669,Hostile Intentions,"https://m.media-amazon.com/images/M/MV5BMTIyMjQ2NzMzNF5BMl5BanBnXkFtZTcwNDczNDcxMQ@@._V1_SX101_CR0,0,101,150_.jpg",Action,3.9,1994
670,They Bite,"https://m.media-amazon.com/images/M/MV5BZDdjZjM3OGUtYmZmZS00ZTdiLTkwZTgtZjQ5OGIzNDYyZjYxXkEyXkFqcGdeQXVyNjQ2MjQ4MzQ@._V1_SY150_CR2,0,101,150_.jpg",Comedy,4.6,1996
671,Some Folks Call It a Sling Blade,"https://m.media-amazon.com/images/M/MV5BMTMxNzU2MDY5N15BMl5BanBnXkFtZTcwODU1MTUxMQ@@._V1_SY150_CR3,0,101,150_.jpg",Short,7.5,1993
672,The Run of the Country,"https://m.media-amazon.com/images/M/MV5BNDc2NmM1MGUtZGVlYS00YWJmLTg4MzMtODczNzU4MTQ2ZjM2XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SY150_CR1,0,101,150_.jpg",Drama,6.2,1995
673,Alphaville,"https://m.media-amazon.com/images/M/MV5BMjE1MDUxNDk2NF5BMl5BanBnXkFtZTgwMDM5MDY5MDE@._V1_SY150_CR2,0,101,150_.jpg",Drama,7.0,1965
674,Clean Slate,,Comedy,6.0,Coup de Torchon)
675,Tigrero: A Film That Was Never Made,"https://m.media-amazon.com/images/M/MV5BMTI0ODE4MDc0MV5BMl5BanBnXkFtZTcwMzkzNDUyMQ@@._V1_SY150_CR2,0,101,150_.jpg",Documentary,6.8,1994
676,The Eye of Vichy,"https://m.media-amazon.com/images/M/MV5BZjgyNjE0Y2UtNWZiMS00YzYxLWFiNzktZjFlNGM3M2VkNTNjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX101_CR0,0,101,150_.jpg",Romance,7.1,"Oeil de Vichy, L')"
677,Windows,"https://m.media-amazon.com/images/M/MV5BYTQ4ZjBmYmYtNTc3Ny00NGMwLWIxMTItY2MzMmYyOGJjNTJhL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX101_CR0,0,101,150_.jpg",Drama,4.7,1980
678,It's My Party,"https://m.media-amazon.com/images/M/MV5BMjU0YjM4NzktNDJlZi00ZmNjLWI1MWQtOTIxMDI4NWY0NGYwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX101_CR0,0,101,150_.jpg",Drama,7.1,1995
679,Country Life,"https://m.media-amazon.com/images/M/MV5BMjEzNzM5MDM1Ml5BMl5BanBnXkFtZTcwMDMwMTYyMQ@@._V1_SY150_CR1,0,101,150_.jpg",Drama,6.7,1994
680,Operation Dumbo Drop,"https://m.media-amazon.com/images/M/MV5BZjlhY2JiNTEtYzcyZi00YmVjLThiZGEtODg2Nzk5NTc5OGM0XkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_SX101_CR0,0,101,150_.jpg",Action,5.2,1995
681,The Promise,"https://m.media-amazon.com/images/M/MV5BYTI5NmI0N2UtOWQyOC00MDg2LWI5YWUtNWEwZTgyM2VlYThmXkEyXkFqcGdeQXVyMTk1MDM0OTc@._V1_SY150_CR0,0,101,150_.jpg",Action,6.0,"Versprechen, Das)"
682,Mrs. Winterbourne,"https://m.media-amazon.com/images/M/MV5BNjg3Mzg5Y2UtNzQ5Yy00NGY4LTk5M2QtZGE1NmZkZTBlZmEwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX101_CR0,0,101,150_.jpg",Comedy,6.2,1996
